Model,Temperature,Accuracy (%),Macro-F1 (%),ECE Before,ECE After,ECE Change,NLL Before,NLL After,NLL Change,Brier Before,Brier After,Brier Change,Confidence Before (%),Confidence After (%),Confidence Gap Before (pp),Confidence Gap After (pp),Error-detection AUROC Before,Error-detection AUROC After
ResNet50_Finetuned,0.4453571140766144,96.17834394904459,95.89647820850828,0.10311710625697094,0.029996912950163462,-0.07312019330680748,0.2157561182975769,0.15319401025772095,-0.06256210803985596,0.08594485164443402,0.06674060466258336,-0.019204246981850664,86.86445951461792,96.12500667572021,-9.313884434426667,-0.05333727332437199,0.9315673289183223,0.9470198675496689
EfficientNetB0_Finetuned,0.5874667167663574,95.54140127388536,95.20536377646545,0.05696121313769346,0.04292961043916686,-0.014031602698526595,0.19595563411712646,0.1933101862668991,-0.002645447850227356,0.0764442535066833,0.06765791908897664,-0.008786334417706654,91.60555601119995,96.47545218467712,-3.9358452626854,0.9340509107917727,0.9076190476190475,0.9066666666666666
