epoch,train_loss,train_accuracy,train_precision,train_recall,train_macro_f1,val_loss,val_accuracy,val_precision,val_recall,val_macro_f1,learning_rate,epoch_time_sec
13,0.23650469062148885,0.9731182795698925,0.9741814551391615,0.9739399982457094,0.9739057737337543,0.29248344590482506,0.9503105590062112,0.9505910755910756,0.9524582560296846,0.9507965188710531,0.0005,28.301013469696045
14,0.2386400190091902,0.9690860215053764,0.9700957058030738,0.9678155849016161,0.9686094318975228,0.2771352948794454,0.9503105590062112,0.9505910755910756,0.9524582560296846,0.9507965188710531,0.0005,28.236501693725586
15,0.24267833816107884,0.9663978494623656,0.9674013177345157,0.9675514353341901,0.9669888940875948,0.2727234848769185,0.9440993788819876,0.9451798201798202,0.9465058750773038,0.9443164564903695,0.0005,28.360224962234497
16,0.23964059096510693,0.967741935483871,0.9682115485355284,0.9678276990315064,0.96788751762776,0.28154408184360274,0.9503105590062112,0.9520657913515056,0.9516079158936303,0.9502430695598398,0.0005,27.84885334968567
17,0.22620416809153812,0.967741935483871,0.9688141980054724,0.9689776755685314,0.9685302812343787,0.2876716245035207,0.9440993788819876,0.9451798201798202,0.9465058750773038,0.9443164564903695,0.00025,28.672959566116333
18,0.20723489343479115,0.9690860215053764,0.9695121052415466,0.9695459807497883,0.9693780490715068,0.2606577495263415,0.9565217391304348,0.9574770467627609,0.9575602968460112,0.9567231319405234,0.00025,28.01955246925354
19,0.22500586541750098,0.9704301075268817,0.9721970137199701,0.9706212381539606,0.9712146324828012,0.2718648528969436,0.9503105590062112,0.9520657913515056,0.9516079158936303,0.9505119518162995,0.00025,29.579028606414795
20,0.2057521452185928,0.967741935483871,0.9681437795580793,0.9678096071141009,0.9677212340377205,0.2628878354100707,0.9440993788819876,0.9451798201798202,0.9465058750773038,0.9443164564903695,0.00025,27.879478693008423
21,0.20838001610771303,0.9744623655913979,0.9751735274534364,0.9753562360206937,0.9748915672950378,0.256271583947891,0.9627329192546584,0.9648518148518148,0.9626623376623378,0.9624307373215063,0.00025,28.463801383972168
22,0.22436082010628075,0.9583333333333334,0.9590550641960695,0.9575339987055403,0.9579545854070834,0.2651251528805457,0.9503105590062112,0.9520657913515056,0.9516079158936303,0.9502430695598398,0.00025,28.251209497451782
23,0.19733290262119743,0.9663978494623656,0.9669514850966774,0.9670648479912461,0.9667202091548882,0.26014604458805196,0.9503105590062112,0.9520657913515056,0.9516079158936303,0.9502430695598398,0.00025,27.9618399143219
24,0.20756165571110222,0.9758064516129032,0.9764995653832956,0.9755169527043668,0.9758725880341752,0.24441940730773143,0.9565217391304348,0.9574770467627609,0.9575602968460112,0.9567231319405234,0.00025,28.1584415435791
25,0.200456952856433,0.9771505376344086,0.9777886639079664,0.9767551005214617,0.9771485139828702,0.25526843747552136,0.9440993788819876,0.9451798201798202,0.9465058750773038,0.9443164564903695,0.00025,28.51783537864685
26,0.21312934705006178,0.9596774193548387,0.9612744281730442,0.9602597994144266,0.9604942636618486,0.24735443540472793,0.9440993788819876,0.9451798201798202,0.9465058750773038,0.9445853387468296,0.000125,28.79823064804077
27,0.19944682493004748,0.9744623655913979,0.9747082449188124,0.9744767022022487,0.974485431328713,0.2590390869549343,0.9440993788819876,0.9466545359402502,0.9444650587507731,0.9436604073707703,0.000125,28.262120008468628
28,0.19808151484817588,0.9663978494623656,0.9683613295229936,0.9679507463407503,0.9676768792729536,0.2533400204634259,0.9440993788819876,0.9451798201798202,0.9465058750773038,0.9445853387468296,0.000125,28.11770224571228
29,0.18495437983543642,0.9704301075268817,0.9719862223185335,0.9716502244759363,0.9715383337851459,0.2435949985747752,0.9565217391304348,0.957084582084582,0.9584106369820656,0.9569942548824537,0.000125,27.259169340133667
30,0.18505740309915236,0.978494623655914,0.9798404035839254,0.9785951511017138,0.9790743035777986,0.24313925240211975,0.9565217391304348,0.958166833166833,0.9589517625231911,0.957831150905685,6.25e-05,27.505229473114014
31,0.19685412126202737,0.9663978494623656,0.9671431518375041,0.967093656510224,0.9670064026271367,0.2349475501510112,0.9751552795031055,0.9778388278388278,0.9751082251082251,0.9751723952494996,6.25e-05,29.447179794311523
32,0.1799026160470901,0.9758064516129032,0.9757746052532975,0.9758816261697264,0.9757503825361592,0.25699847617319654,0.9565217391304348,0.9575602968460111,0.9575602968460112,0.9562192465919174,6.25e-05,28.208857536315918
33,0.18200429312644467,0.9704301075268817,0.9711270608858392,0.9717560642626272,0.9713288941580664,0.23859050419898878,0.9503105590062112,0.9520657913515056,0.9516079158936303,0.9502430695598398,6.25e-05,27.72213077545166
34,0.18222729332985416,0.9744623655913979,0.9756311187774257,0.975190695396645,0.9751904288123832,0.24216346950588388,0.9627329192546584,0.9640538033395175,0.9635126777983921,0.962699308972601,6.25e-05,28.300815105438232
35,0.1897050613357175,0.9704301075268817,0.9717500037201964,0.9711788052643155,0.9713069201988622,0.24213074324710399,0.9440993788819876,0.9458041958041957,0.9453153988868275,0.9442242086488574,6.25e-05,28.989353895187378
36,0.18747614724661715,0.9811827956989247,0.98225770082897,0.9811897361897362,0.9814927434106513,0.2507353027044616,0.9440993788819876,0.9466545359402502,0.9456555349412492,0.9434403484714045,3.125e-05,28.930680513381958
37,0.18765155955027507,0.9717741935483871,0.9721731018925991,0.9709828396907756,0.9714668675097425,0.2487640897772327,0.9565217391304348,0.9575602968460111,0.9575602968460112,0.9562192465919174,3.125e-05,28.07046413421631
38,0.19460744979561015,0.9663978494623656,0.9681259150801492,0.9679607854673483,0.9677046737469661,0.23235672930984394,0.968944099378882,0.9710051852908996,0.9700061842918987,0.9694412626710764,3.125e-05,30.692495584487915
39,0.18231925592627576,0.9717741935483871,0.9728186408279471,0.9734206375061477,0.9728535591227399,0.22940363298800792,0.9565217391304348,0.957084582084582,0.9584106369820656,0.9569942548824537,3.125e-05,28.675294876098633
40,0.17077890166672327,0.9758064516129032,0.976915546963175,0.9764095914787081,0.976440166831141,0.2329955122879018,0.9440993788819876,0.9451798201798202,0.9465058750773038,0.9445853387468296,1.5625e-05,29.308314085006714
41,0.16424064738776095,0.9825268817204301,0.9821991263272876,0.9823985311648925,0.9822465573453327,0.23847592558410968,0.9503105590062112,0.9520657913515056,0.9516079158936303,0.9502430695598397,1.5625e-05,29.08351731300354
