Experiment,Accuracy,Precision,Recall,Macro-F1,Loss
EfficientNet-B0 Frozen,0.9751552795031055,0.9778388278388278,0.9751082251082251,0.9751723952494996,0.2349475501510112
EfficientNet-B0 Fine-Tuned,0.9751552795031055,0.9761072261072261,0.9773500309214594,0.9765120145554927,0.1150121184424584
