epoch,train_loss,train_accuracy,train_macro_f1,val_loss,val_accuracy,val_precision,val_recall,val_macro_f1,learning_rate
1,0.1312712344431108,0.9852150537634409,0.9850747651699114,0.1421715581546659,0.9813664596273292,0.9825174825174825,0.9810606060606061,0.9812852571858784,1e-05
2,0.11329713736170081,0.9852150537634409,0.9851326418281704,0.14870568457412423,0.968944099378882,0.9696137196137197,0.9694650587507729,0.9687787666669655,1e-05
3,0.101792916815768,0.9879032258064516,0.9881099820834985,0.13115258890880932,0.968944099378882,0.9695304695304695,0.9694650587507729,0.9687448875026516,1e-05
4,0.10126703112356124,0.9811827956989247,0.9808754465086109,0.1249808723349934,0.968944099378882,0.9695304695304695,0.9694650587507729,0.9687448875026516,1e-05
5,0.09026444006350733,0.9905913978494624,0.9905344599323564,0.11430648770993171,0.968944099378882,0.9685314685314684,0.9694650587507729,0.9685098844105057,1e-05
6,0.08369930969771519,0.9946236559139785,0.9945324375100768,0.11770760026176154,0.968944099378882,0.9685314685314684,0.9694650587507729,0.9685098844105057,5e-06
7,0.08060529956253626,0.989247311827957,0.9887548156842693,0.10564751156044673,0.9813664596273292,0.9820596070596072,0.9810606060606061,0.9807275953859805,5e-06
8,0.08549282868062297,0.9838709677419355,0.9833601715982778,0.11457407642271578,0.968944099378882,0.969072594072594,0.9694650587507729,0.9688056548926115,5e-06
